Account;Reference Key 1;Reference;Document Date;Net due date;Amount in local currency;Amount in doc. curr.;Local Currency;Payment Method;Text;Assignment;Document Number;Clearing Document;Document Type;User Name;Reason code;Posting Key;Debit/Credit ind;Last Dunned;Dunning Level;Arrears after net due date,,
AB10000095;1469182507;17/06/2025;05/07/2025;10,555.78;10,555.78;EUR;B;;1445639091;8439287;2019541669;RV;B_BILAB01_02;;1;S;0;-5;0;40
AB10000095;1403672694;28/07/2025;11/08/2025;29,476.47;29,476.47;EUR;B;;1446310136;8460608;2028268226;RV;B_BILAB01_02;;1;S;0;0;-18;42
AB10000095;1413377179;28/07/2025;04/08/2025;62,448.28;62,448.28;EUR;B;;1459299198;8468284;;RV;B_BILAB01_02;;1;S;0;-7;-4;16
AB10000095;1474980250;04/07/2025;20/07/2025;51,831.44;51,831.44;EUR;C;;1469804236;8422031;2036581832;RV;B_BILAB01_02;;1;S;0;-1;0;53
AB10000095;1444823040;25/06/2025;04/07/2025;10,183.66;10,183.66;EUR;I;;1417791481;8460049;2034765044;RV;B_BILAB01_02;;1;S;0;-14;-18;43
AB10000095;1422979849;01/07/2025;20/07/2025;42,434.76;42,434.76;EUR;C;;1433061082;8424129;;RV;B_BILAB01_02;;1;S;0;-13;-8;44
AB10000095;1459687203;07/07/2025;17/07/2025;15,945.13;15,945.13;EUR;B;;1498335816;8458126;2069158849;RV;B_BILAB01_02;;1;S;0;-9;-15;51
AB10000095;1448295751;14/07/2025;02/08/2025;60,957.35;60,957.35;EUR;I;;1489263490;8467084;2000522029;RV;B_BILAB01_02;;1;S;0;-8;-13;23
AB10000096;1478359379;23/06/2025;11/07/2025;53,588.22;53,588.22;EUR;B;;1474610519;8461015;2047723767;RV;B_BILAB01_02;;1;S;0;0;-14;21
AB10000096;1439637434;20/06/2025;30/06/2025;6,014.48;6,014.48;EUR;I;;1483004923;8415637;2013051971;RV;B_BILAB01_02;;1;S;0;-1;-13;19
AB10000096;1420514148;14/06/2025;19/06/2025;35,251.40;35,251.40;EUR;B;;1448683246;8414631;2044203008;RV;B_BILAB01_02;;1;S;0;-11;-3;60
AB10000097;1437491517;14/06/2025;19/06/2025;15,990.82;15,990.82;EUR;C;;1459389732;8422103;2036319496;RV;B_BILAB01_02;;1;S;0;-3;-5;33
AB10000097;1409693211;25/07/2025;04/08/2025;39,859.66;39,859.66;EUR;C;;1442373608;8486591;2047128851;RV;B_BILAB01_02;;1;S;0;-10;-12;3
AB10000097;1426921553;16/07/2025;30/07/2025;15,815.19;15,815.19;EUR;I;;1409306720;8476529;2074405222;RV;B_BILAB01_02;;1;S;0;-4;-2;58
AB10000097;1476696658;14/06/2025;30/06/2025;24,132.60;24,132.60;EUR;C;;1490295946;8401953;;RV;B_BILAB01_02;;1;S;0;-5;-12;49
AB10000097;1433750410;11/06/2025;21/06/2025;28,121.99;28,121.99;EUR;I;;1468165247;8477300;;RV;B_BILAB01_02;;1;S;0;-9;-8;30
AB10000097;1430282086;17/07/2025;23/07/2025;66,816.99;66,816.99;EUR;I;;1407348392;8488687;2057429771;RV;B_BILAB01_02;;1;S;0;-1;-9;59
AB10000097;1477290586;23/06/2025;08/07/2025;30,308.24;30,308.24;EUR;C;;1493425051;8443095;2049265025;RV;B_BILAB01_02;;1;S;0;-8;-8;23
AB10000097;1419713900;06/06/2025;22/06/2025;13,513.14;13,513.14;EUR;C;;1465082459;8452034;2028566578;RV;B_BILAB01_02;;1;S;0;-5;-5;13
AB10000097;1496186369;30/07/2025;11/08/2025;46,084.90;46,084.90;EUR;I;;1481657705;8484636;;RV;B_BILAB01_02;;1;S;0;-9;-3;23
AB10000097;1495169479;19/07/2025;08/08/2025;67,402.92;67,402.92;EUR;I;;1470641136;8460086;2010539329;RV;B_BILAB01_02;;1;S;0;-9;-11;56
AB10000097;1442326731;17/07/2025;30/07/2025;68,260.75;68,260.75;EUR;C;;1464172990;8445545;2074974858;RV;B_BILAB01_02;;1;S;0;-3;-8;50
AB10000097;1414193123;12/06/2025;23/06/2025;58,208.96;58,208.96;EUR;B;;1427580995;8471730;;RV;B_BILAB01_02;;1;S;0;-4;-14;50
AB10000098;1478867543;29/07/2025;13/08/2025;28,968.30;28,968.30;EUR;B;;1422192903;8481061;2065053176;RV;B_BILAB01_02;;1;S;0;-5;-11;46
AB10000098;1420158237;06/06/2025;20/06/2025;38,946.41;38,946.41;EUR;C;;1465110679;8402599;;RV;B_BILAB01_02;;1;S;0;-12;-5;50
AB10000098;1483934170;16/06/2025;23/06/2025;46,118.47;46,118.47;EUR;I;;1435733081;8417457;2012030087;RV;B_BILAB01_02;;1;S;0;-8;-1;47
AB10000098;1492366805;30/07/2025;18/08/2025;23,726.36;23,726.36;EUR;B;;1445502430;8443831;2044218864;RV;B_BILAB01_02;;1;S;0;-1;-19;32
AB10000098;1401422217;01/06/2025;07/06/2025;47,860.81;47,860.81;EUR;I;;1419132603;8425626;2066775024;RV;B_BILAB01_02;;1;S;0;-12;-11;19
AB10000098;1442990222;08/06/2025;13/06/2025;41,731.67;41,731.67;EUR;C;;1480459566;8465001;;RV;B_BILAB01_02;;1;S;0;-12;-14;9
AB10000098;1448592406;01/06/2025;21/06/2025;17,487.48;17,487.48;EUR;B;;1407844117;8495854;2088820088;RV;B_BILAB01_02;;1;S;0;-10;-5;57
AB10000098;1474225793;14/06/2025;01/07/2025;37,756.93;37,756.93;EUR;B;;1480387689;8448779;;RV;B_BILAB01_02;;1;S;0;-7;-12;32
AB10000098;1458195671;26/06/2025;04/07/2025;37,245.21;37,245.21;EUR;C;;1472535771;8475358;2083235725;RV;B_BILAB01_02;;1;S;0;-3;-11;49
AB10000098;1471407284;28/07/2025;07/08/2025;67,498.55;67,498.55;EUR;B;;1413802156;8432076;2024769342;RV;B_BILAB01_02;;1;S;0;-8;-5;57
AB10000098;1447880613;18/06/2025;30/06/2025;31,417.20;31,417.20;EUR;I;;1425871818;8498623;2022057911;RV;B_BILAB01_02;;1;S;0;-9;0;19
AB10000099;1409643684;20/06/2025;03/07/2025;19,609.98;19,609.98;EUR;B;;1428729501;8459171;2050552091;RV;B_BILAB01_02;;1;S;0;-8;-3;11
AB10000099;1477650164;11/07/2025;27/07/2025;10,087.92;10,087.92;EUR;B;;1492165026;8451516;2019051260;RV;B_BILAB01_02;;1;S;0;-9;-17;45
AB10000099;1437189814;20/07/2025;04/08/2025;18,826.20;18,826.20;EUR;B;;1493944567;8457219;2066093049;RV;B_BILAB01_02;;1;S;0;-9;-20;23
AB10000099;1421569633;20/07/2025;25/07/2025;13,469.75;13,469.75;EUR;B;;1427498139;8409684;2032599659;RV;B_BILAB01_02;;1;S;0;-4;-13;48
AB10000099;1428974017;03/07/2025;16/07/2025;33,059.58;33,059.58;EUR;B;;1439425577;8475895;2081649277;RV;B_BILAB01_02;;1;S;0;-10;-7;63
AB10000099;1455044282;22/07/2025;30/07/2025;13,135.86;13,135.86;EUR;C;;1408789968;8468292;2067429458;RV;B_BILAB01_02;;1;S;0;0;-3;29
AB10000099;1423881787;07/06/2025;21/06/2025;44,941.77;44,941.77;EUR;I;;1440451201;8451919;2084006145;RV;B_BILAB01_02;;1;S;0;-6;-12;24
AB10000099;1468141429;25/06/2025;11/07/2025;16,469.28;16,469.28;EUR;C;;1495678155;8442772;;RV;B_BILAB01_02;;1;S;0;-13;-1;1
AB10000099;1428667376;19/07/2025;28/07/2025;51,306.08;51,306.08;EUR;I;;1452679018;8483095;2053131064;RV;B_BILAB01_02;;1;S;0;-4;-6;57
AB10000099;1431842695;26/06/2025;11/07/2025;54,599.26;54,599.26;EUR;I;;1439552797;8473090;;RV;B_BILAB01_02;;1;S;0;-10;-10;26
AB10000099;1428283662;15/07/2025;23/07/2025;5,398.73;5,398.73;EUR;B;;1465440886;8485407;;RV;B_BILAB01_02;;1;S;0;-1;-13;1
AB10000099;1448759583;26/07/2025;08/08/2025;28,907.15;28,907.15;EUR;B;;1416389245;8469451;2018343742;RV;B_BILAB01_02;;1;S;0;-10;-6;28
AB10000099;1489924263;16/07/2025;22/07/2025;10,492.47;10,492.47;EUR;B;;1479489932;8464526;2011577886;RV;B_BILAB01_02;;1;S;0;-13;-10;37
AB10000099;1418287164;17/07/2025;24/07/2025;40,245.42;40,245.42;EUR;I;;1465837195;8432894;2073670616;RV;B_BILAB01_02;;1;S;0;-2;-5;7
AB10000099;1424688075;02/07/2025;17/07/2025;17,796.51;17,796.51;EUR;C;;1403742159;8420042;2084503621;RV;B_BILAB01_02;;1;S;0;-10;-17;32
AB10000100;1488431684;06/06/2025;18/06/2025;39,224.29;39,224.29;EUR;I;;1425782971;8407500;2030407736;RV;B_BILAB01_02;;1;S;0;-7;-16;12
AB10000100;1438456919;26/07/2025;31/07/2025;66,966.02;66,966.02;EUR;B;;1414467009;8421719;2030423991;RV;B_BILAB01_02;;1;S;0;-3;0;27
AB10000100;1401091775;08/07/2025;14/07/2025;29,887.64;29,887.64;EUR;B;;1435463968;8402142;2019391228;RV;B_BILAB01_02;;1;S;0;-5;-18;11
AB10000100;1494700228;02/07/2025;22/07/2025;40,439.35;40,439.35;EUR;C;;1447197821;8405679;2090226603;RV;B_BILAB01_02;;1;S;0;-9;-10;40
AB10000100;1446773455;26/07/2025;11/08/2025;36,987.50;36,987.50;EUR;C;;1415200769;8470641;;RV;B_BILAB01_02;;1;S;0;-1;-14;63
AB10000100;1452710122;24/07/2025;01/08/2025;63,621.61;63,621.61;EUR;C;;1411435557;8458927;;RV;B_BILAB01_02;;1;S;0;-1;-19;56
AB10000100;1485051905;01/06/2025;08/06/2025;44,385.45;44,385.45;EUR;B;;1457116009;8410688;2045843885;RV;B_BILAB01_02;;1;S;0;-2;-3;61
AB10000100;1426811940;26/07/2025;01/08/2025;45,914.60;45,914.60;EUR;C;;1496345531;8475780;2037727685;RV;B_BILAB01_02;;1;S;0;-14;-6;47
AB10000100;1417993310;10/06/2025;20/06/2025;31,585.56;31,585.56;EUR;I;;1403056847;8442233;2093267751;RV;B_BILAB01_02;;1;S;0;-10;-15;20
AB10000100;1489460356;22/06/2025;09/07/2025;37,757.05;37,757.05;EUR;C;;1411616557;8414948;2012894879;RV;B_BILAB01_02;;1;S;0;-14;-12;37
AB10000101;1429905417;03/06/2025;19/06/2025;42,046.51;42,046.51;EUR;I;;1424628803;8469113;2010862279;RV;B_BILAB01_02;;1;S;0;-6;-16;9
AB10000101;1496730722;20/06/2025;02/07/2025;39,164.04;39,164.04;EUR;I;;1488708500;8411814;2056970367;RV;B_BILAB01_02;;1;S;0;-7;-1;26
AB10000101;1445395616;01/06/2025;06/06/2025;5,611.34;5,611.34;EUR;I;;1421868499;8404887;2075732841;RV;B_BILAB01_02;;1;S;0;0;-15;62
AB10000102;1423774190;03/06/2025;16/06/2025;25,933.77;25,933.77;EUR;B;;1405872515;8435356;2063835827;RV;B_BILAB01_02;;1;S;0;-4;0;14
AB10000102;1487422250;18/06/2025;27/06/2025;51,462.22;51,462.22;EUR;I;;1464572085;8402919;;RV;B_BILAB01_02;;1;S;0;-4;0;47
AB10000102;1441862479;30/06/2025;19/07/2025;27,997.40;27,997.40;EUR;B;;1430376803;8459081;2089765779;RV;B_BILAB01_02;;1;S;0;-10;-18;54
AB10000102;1449087251;14/07/2025;19/07/2025;34,172.60;34,172.60;EUR;B;;1477376763;8474200;;RV;B_BILAB01_02;;1;S;0;-8;-1;57
AB10000102;1469708824;06/07/2025;18/07/2025;7,137.46;7,137.46;EUR;I;;1487184720;8448695;2004620005;RV;B_BILAB01_02;;1;S;0;-11;-10;53
AB10000102;1445288199;29/06/2025;17/07/2025;9,694.15;9,694.15;EUR;I;;1473046193;8433811;;RV;B_BILAB01_02;;1;S;0;-3;-7;53
AB10000102;1417340253;29/07/2025;15/08/2025;52,807.25;52,807.25;EUR;I;;1497350839;8402138;2045623711;RV;B_BILAB01_02;;1;S;0;-7;-19;41
AB10000102;1499263813;29/06/2025;16/07/2025;26,366.27;26,366.27;EUR;I;;1401983241;8494511;2057013863;RV;B_BILAB01_02;;1;S;0;0;0;63
AB10000103;1492187748;12/07/2025;19/07/2025;38,657.28;38,657.28;EUR;I;;1465124386;8448445;2015879693;RV;B_BILAB01_02;;1;S;0;-5;-9;17
AB10000103;1412890474;07/06/2025;21/06/2025;32,225.46;32,225.46;EUR;C;;1454497916;8487497;2005028511;RV;B_BILAB01_02;;1;S;0;-4;-20;57
AB10000103;1442809590;26/06/2025;11/07/2025;44,753.88;44,753.88;EUR;C;;1440867472;8435336;2004112798;RV;B_BILAB01_02;;1;S;0;-14;-4;35
AB10000103;1490612995;10/07/2025;18/07/2025;8,910.03;8,910.03;EUR;C;;1438131878;8421739;2028270921;RV;B_BILAB01_02;;1;S;0;-10;-15;17
AB10000103;1496218439;16/06/2025;23/06/2025;22,982.05;22,982.05;EUR;C;;1418204872;8490385;2058290112;RV;B_BILAB01_02;;1;S;0;-2;-5;46
AB10000103;1453170470;27/07/2025;14/08/2025;44,181.73;44,181.73;EUR;C;;1458489797;8496689;2010379050;RV;B_BILAB01_02;;1;S;0;-6;0;7
AB10000103;1486306954;19/07/2025;06/08/2025;41,896.54;41,896.54;EUR;I;;1466312919;8419072;2002864118;RV;B_BILAB01_02;;1;S;0;-13;-3;44
AB10000104;1409293314;10/07/2025;23/07/2025;19,872.22;19,872.22;EUR;B;;1408819893;8406534;;RV;B_BILAB01_02;;1;S;0;0;-20;30
AB10000104;1410110596;05/07/2025;16/07/2025;7,392.11;7,392.11;EUR;C;;1489819833;8436090;;RV;B_BILAB01_02;;1;S;0;-9;-6;3
AB10000104;1487172209;07/06/2025;27/06/2025;5,142.18;5,142.18;EUR;C;;1438021446;8478767;2093159139;RV;B_BILAB01_02;;1;S;0;-11;-16;49
AB10000104;1483644031;01/07/2025;21/07/2025;5,201.35;5,201.35;EUR;I;;1486111062;8489205;2054307898;RV;B_BILAB01_02;;1;S;0;0;-17;35
AB10000104;1421565638;05/07/2025;14/07/2025;28,079.93;28,079.93;EUR;C;;1427690743;8453125;2041288896;RV;B_BILAB01_02;;1;S;0;-1;-3;16
AB10000104;1404681393;07/06/2025;19/06/2025;42,574.13;42,574.13;EUR;C;;1445652839;8453272;2041883469;RV;B_BILAB01_02;;1;S;0;-4;-10;32
AB10000104;1445938283;13/07/2025;24/07/2025;19,237.70;19,237.70;EUR;I;;1491854945;8426543;2080924755;RV;B_BILAB01_02;;1;S;0;-4;-3;62
AB10000105;1409261894;18/07/2025;01/08/2025;9,325.17;9,325.17;EUR;I;;1499799431;8421652;;RV;B_BILAB01_02;;1;S;0;-3;-17;35
AB10000105;1470656076;16/07/2025;05/08/2025;42,298.29;42,298.29;EUR;B;;1424141688;8469778;;RV;B_BILAB01_02;;1;S;0;-3;-9;51
AB10000105;1405542280;18/07/2025;23/07/2025;27,748.91;27,748.91;EUR;C;;1455390508;8485586;2018428482;RV;B_BILAB01_02;;1;S;0;-7;-14;30
AB10000105;1484691756;05/06/2025;13/06/2025;54,975.98;54,975.98;EUR;B;;1471274278;8489618;;RV;B_BILAB01_02;;1;S;0;0;-13;13
AB10000105;1445552160;23/07/2025;06/08/2025;59,098.35;59,098.35;EUR;C;;1469801329;8440660;;RV;B_BILAB01_02;;1;S;0;-9;-8;41
AB10000105;1429713194;13/07/2025;23/07/2025;28,137.90;28,137.90;EUR;I;;1422136520;8406659;2092487189;RV;B_BILAB01_02;;1;S;0;-12;-17;27
AB10000105;1495639378;07/06/2025;20/06/2025;66,969.12;66,969.12;EUR;B;;1407515199;8413939;2094445896;RV;B_BILAB01_02;;1;S;0;-5;-13;16
AB10000105;1444041923;03/06/2025;10/06/2025;56,128.72;56,128.72;EUR;C;;1459423196;8450115;2035922856;RV;B_BILAB01_02;;1;S;0;-12;-15;12
AB10000105;1455223371;04/07/2025;15/07/2025;11,689.99;11,689.99;EUR;I;;1406382578;8412625;2080256700;RV;B_BILAB01_02;;1;S;0;-14;-14;14
AB10000105;1438642564;11/06/2025;30/06/2025;35,432.46;35,432.46;EUR;B;;1496556351;8450877;2041532346;RV;B_BILAB01_02;;1;S;0;-13;-18;54
AB10000106;1467730087;16/07/2025;30/07/2025;32,979.92;32,979.92;EUR;I;;1455853709;8452337;2000289197;RV;B_BILAB01_02;;1;S;0;-12;-7;19
AB10000106;1418774786;06/06/2025;11/06/2025;66,819.80;66,819.80;EUR;B;;1497379395;8463034;2024439865;RV;B_BILAB01_02;;1;S;0;-1;-18;43
AB10000106;1425201356;05/06/2025;15/06/2025;10,263.25;10,263.25;EUR;C;;1490564626;8422413;;RV;B_BILAB01_02;;1;S;0;-11;-10;48
AB10000106;1426097397;13/06/2025;29/06/2025;35,788.88;35,788.88;EUR;C;;1471329696;8491229;2097778102;RV;B_BILAB01_02;;1;S;0;-7;-11;39
AB10000106;1418018500;30/06/2025;16/07/2025;13,234.57;13,234.57;EUR;B;;1418811844;8435872;2098650350;RV;B_BILAB01_02;;1;S;0;-6;-15;23
AB10000106;1472361028;05/06/2025;22/06/2025;30,215.73;30,215.73;EUR;B;;1466551726;8494383;2051078955;RV;B_BILAB01_02;;1;S;0;-9;-4;58
AB10000107;1446022232;22/07/2025;07/08/2025;45,561.37;45,561.37;EUR;I;;1419139860;8468848;;RV;B_BILAB01_02;;1;S;0;-3;-3;2
AB10000107;1460357532;21/06/2025;06/07/2025;52,866.98;52,866.98;EUR;C;;1445643483;8430176;;RV;B_BILAB01_02;;1;S;0;-5;-14;33
AB10000107;1445619608;04/06/2025;13/06/2025;55,926.49;55,926.49;EUR;B;;1422381253;8406701;2081510453;RV;B_BILAB01_02;;1;S;0;-2;-9;31
AB10000108;1403240105;23/07/2025;02/08/2025;67,397.63;67,397.63;EUR;I;;1467566565;8487293;2083121828;RV;B_BILAB01_02;;1;S;0;-10;-13;29
AB10000108;1444825939;26/06/2025;14/07/2025;69,045.82;69,045.82;EUR;I;;1475993784;8451119;;RV;B_BILAB01_02;;1;S;0;-12;-5;28
AB10000108;1457931827;08/07/2025;16/07/2025;24,016.82;24,016.82;EUR;C;;1432132470;8462995;2018778244;RV;B_BILAB01_02;;1;S;0;-9;-12;40
AB10000108;1400483779;06/07/2025;23/07/2025;37,154.04;37,154.04;EUR;B;;1474374680;8405930;2025545781;RV;B_BILAB01_02;;1;S;0;-5;-13;36
AB10000108;1442413739;05/06/2025;13/06/2025;44,236.18;44,236.18;EUR;I;;1461398769;8413246;2048836967;RV;B_BILAB01_02;;1;S;0;-14;-16;18
AB10000108;1413335554;31/07/2025;05/08/2025;64,566.72;64,566.72;EUR;B;;1478080642;8488492;2038240946;RV;B_BILAB01_02;;1;S;0;-13;-13;53
AB10000108;1416338796;26/06/2025;13/07/2025;44,115.32;44,115.32;EUR;B;;1494729075;8456107;2002086841;RV;B_BILAB01_02;;1;S;0;-4;-6;23
AB10000108;1480711392;04/07/2025;13/07/2025;18,836.81;18,836.81;EUR;I;;1482063320;8410397;2083652710;RV;B_BILAB01_02;;1;S;0;-9;-15;55
AB10000108;1411251081;14/07/2025;03/08/2025;12,051.14;12,051.14;EUR;B;;1496301625;8451680;2077280924;RV;B_BILAB01_02;;1;S;0;-9;-11;29
AB10000108;1428159415;24/06/2025;09/07/2025;28,250.21;28,250.21;EUR;C;;1499925609;8427791;2045018947;RV;B_BILAB01_02;;1;S;0;-10;-12;42
AB10000108;1426425781;13/07/2025;18/07/2025;38,715.10;38,715.10;EUR;B;;1489338780;8431625;;RV;B_BILAB01_02;;1;S;0;-14;-9;39
AB10000108;1459493678;03/07/2025;11/07/2025;45,700.67;45,700.67;EUR;B;;1475809385;8450525;2039914620;RV;B_BILAB01_02;;1;S;0;0;-19;17
AB10000108;1429173515;10/07/2025;22/07/2025;57,508.02;57,508.02;EUR;B;;1417811462;8499200;;RV;B_BILAB01_02;;1;S;0;-7;-9;45
AB10000108;1417466005;31/07/2025;19/08/2025;59,728.23;59,728.23;EUR;I;;1421948369;8482152;2077093142;RV;B_BILAB01_02;;1;S;0;0;-9;62
AB10000108;1472660429;08/06/2025;16/06/2025;20,903.34;20,903.34;EUR;C;;1492290284;8472565;2074252111;RV;B_BILAB01_02;;1;S;0;-1;-18;63
AB10000109;1451159068;19/07/2025;26/07/2025;32,617.62;32,617.62;EUR;I;;1466800579;8485244;2098679197;RV;B_BILAB01_02;;1;S;0;-14;-18;30
AB10000109;1471586594;13/06/2025;20/06/2025;52,510.54;52,510.54;EUR;B;;1496366655;8451348;2076683828;RV;B_BILAB01_02;;1;S;0;-9;-10;39
AB10000109;1439907099;18/06/2025;24/06/2025;58,499.00;58,499.00;EUR;B;;1426257512;8467278;;RV;B_BILAB01_02;;1;S;0;-14;-12;40
AB10000109;1499053298;25/06/2025;13/07/2025;8,630.64;8,630.64;EUR;C;;1453036650;8452279;2043093087;RV;B_BILAB01_02;;1;S;0;-12;-8;12
AB10000109;1428276437;29/07/2025;11/08/2025;47,836.74;47,836.74;EUR;C;;1478482825;8496502;;RV;B_BILAB01_02;;1;S;0;-7;-13;35
AB10000109;1473495648;03/06/2025;22/06/2025;19,046.95;19,046.95;EUR;I;;1423509279;8432180;2092839083;RV;B_BILAB01_02;;1;S;0;-2;-14;5
AB10000109;1470507863;07/07/2025;14/07/2025;26,941.87;26,941.87;EUR;B;;1414860194;8450744;2063190453;RV;B_BILAB01_02;;1;S;0;-12;-20;59
AB10000109;1406632265;23/07/2025;30/07/2025;29,584.28;29,584.28;EUR;I;;1464924369;8406519;2007665205;RV;B_BILAB01_02;;1;S;0;-3;-5;62
AB10000109;1476939088;27/07/2025;09/08/2025;12,569.37;12,569.37;EUR;C;;1482423362;8491845;2082570202;RV;B_BILAB01_02;;1;S;0;-2;-3;31
AB10000109;1474352700;08/06/2025;16/06/2025;8,490.61;8,490.61;EUR;I;;1442287626;8475060;;RV;B_BILAB01_02;;1;S;0;-1;0;53
AB10000109;1448844524;08/07/2025;28/07/2025;34,280.68;34,280.68;EUR;I;;1424899140;8428383;2095946367;RV;B_BILAB01_02;;1;S;0;-9;-16;39
AB10000109;1442514845;13/07/2025;28/07/2025;19,427.57;19,427.57;EUR;C;;1489117153;8498341;2059841871;RV;B_BILAB01_02;;1;S;0;-10;-7;1
AB10000109;1418744286;03/06/2025;11/06/2025;30,307.44;30,307.44;EUR;C;;1486998223;8469732;2030140994;RV;B_BILAB01_02;;1;S;0;-3;-4;30
AB10000109;1489733760;03/06/2025;15/06/2025;38,321.62;38,321.62;EUR;I;;1456204477;8413219;2092354213;RV;B_BILAB01_02;;1;S;0;-3;-12;22
AB10000109;1497256909;06/06/2025;19/06/2025;36,869.49;36,869.49;EUR;I;;1446979880;8471254;2099002250;RV;B_BILAB01_02;;1;S;0;-6;-13;28
AB10000110;1432052667;30/06/2025;13/07/2025;16,287.81;16,287.81;EUR;B;;1402000933;8432838;2036628065;RV;B_BILAB01_02;;1;S;0;-7;0;5
AB10000110;1409006835;14/07/2025;25/07/2025;55,033.55;55,033.55;EUR;C;;1498744161;8410242;;RV;B_BILAB01_02;;1;S;0;-6;-11;20
AB10000110;1495971863;04/07/2025;20/07/2025;58,048.00;58,048.00;EUR;I;;1459788815;8494175;2097699770;RV;B_BILAB01_02;;1;S;0;-15;-19;33
AB10000110;1491000590;16/06/2025;02/07/2025;50,212.69;50,212.69;EUR;I;;1411983194;8431807;;RV;B_BILAB01_02;;1;S;0;-9;0;18
AB10000110;1419930054;30/07/2025;19/08/2025;69,712.07;69,712.07;EUR;I;;1460425019;8433100;2009424371;RV;B_BILAB01_02;;1;S;0;-8;-9;31
AB10000110;1470375704;31/07/2025;11/08/2025;55,394.28;55,394.28;EUR;I;;1479207364;8442877;;RV;B_BILAB01_02;;1;S;0;-7;-3;23
AB10000110;1432767889;30/06/2025;12/07/2025;21,924.94;21,924.94;EUR;C;;1473600499;8435836;;RV;B_BILAB01_02;;1;S;0;-10;-12;1
AB10000110;1456873479;21/06/2025;28/06/2025;37,245.05;37,245.05;EUR;C;;1458607662;8447092;;RV;B_BILAB01_02;;1;S;0;-1;-19;50
AB10000110;1462140169;13/07/2025;25/07/2025;49,997.53;49,997.53;EUR;I;;1499864922;8422166;2069787262;RV;B_BILAB01_02;;1;S;0;-12;-11;31
AB10000110;1426269900;01/07/2025;14/07/2025;28,204.18;28,204.18;EUR;C;;1456028004;8449781;2096239936;RV;B_BILAB01_02;;1;S;0;-7;-12;10
AB10000110;1484794847;13/07/2025;28/07/2025;66,870.66;66,870.66;EUR;C;;1480935550;8449130;;RV;B_BILAB01_02;;1;S;0;-13;-14;5
AB10000110;1483093813;19/07/2025;05/08/2025;33,973.57;33,973.57;EUR;B;;1432190849;8485480;2065404862;RV;B_BILAB01_02;;1;S;0;0;-10;61
AB10000110;1497325308;12/07/2025;24/07/2025;63,932.15;63,932.15;EUR;B;;1454669554;8448813;2097090665;RV;B_BILAB01_02;;1;S;0;-5;-19;33
AB10000110;1440923370;02/07/2025;20/07/2025;62,596.44;62,596.44;EUR;I;;1465197399;8489227;2027591065;RV;B_BILAB01_02;;1;S;0;-10;-16;0
AB10000111;1498386884;04/06/2025;19/06/2025;48,708.24;48,708.24;EUR;C;;1462755699;8484429;2046288392;RV;B_BILAB01_02;;1;S;0;-13;-6;61
AB10000111;1450118020;01/06/2025;19/06/2025;8,084.48;8,084.48;EUR;C;;1477930434;8455375;2021141172;RV;B_BILAB01_02;;1;S;0;0;-10;9
AB10000111;1474709150;01/07/2025;19/07/2025;51,015.49;51,015.49;EUR;C;;1481225945;8410967;2086418835;RV;B_BILAB01_02;;1;S;0;-14;-1;17
AB10000111;1439461941;15/06/2025;05/07/2025;9,412.50;9,412.50;EUR;C;;1464860934;8435377;2008415496;RV;B_BILAB01_02;;1;S;0;-9;-13;22
AB10000111;1459736003;20/07/2025;28/07/2025;56,301.07;56,301.07;EUR;C;;1467577892;8487935;2002890219;RV;B_BILAB01_02;;1;S;0;-7;-15;36
AB10000111;1429613368;14/06/2025;29/06/2025;57,013.67;57,013.67;EUR;B;;1484661700;8493916;2025099461;RV;B_BILAB01_02;;1;S;0;-12;-13;58
AB10000111;1458080201;26/07/2025;06/08/2025;38,757.54;38,757.54;EUR;C;;1486530533;8496761;2033313610;RV;B_BILAB01_02;;1;S;0;-13;-4;46
AB10000111;1430220133;30/07/2025;11/08/2025;20,009.55;20,009.55;EUR;C;;1496686691;8402916;2084351928;RV;B_BILAB01_02;;1;S;0;-13;-8;12
AB10000111;1478738057;12/06/2025;02/07/2025;46,727.04;46,727.04;EUR;C;;1470521502;8414481;2097230692;RV;B_BILAB01_02;;1;S;0;-13;-9;39
AB10000111;1495320791;28/07/2025;15/08/2025;13,716.32;13,716.32;EUR;I;;1403216188;8480393;2051730657;RV;B_BILAB01_02;;1;S;0;-8;-7;30
AB10000111;1431557644;04/06/2025;10/06/2025;5,725.27;5,725.27;EUR;C;;1414714868;8405037;2079057370;RV;B_BILAB01_02;;1;S;0;-2;-3;8
AB10000111;1480166790;25/07/2025;07/08/2025;49,588.25;49,588.25;EUR;I;;1428960137;8413400;2053558347;RV;B_BILAB01_02;;1;S;0;-10;-15;39
AB10000111;1472773270;23/06/2025;03/07/2025;15,967.88;15,967.88;EUR;B;;1406271626;8491795;;RV;B_BILAB01_02;;1;S;0;-11;-8;54
AB10000111;1480338870;03/06/2025;21/06/2025;42,537.08;42,537.08;EUR;B;;1491318242;8462665;2002909721;RV;B_BILAB01_02;;1;S;0;-10;-13;27
AB10000111;1409136347;21/07/2025;29/07/2025;56,602.89;56,602.89;EUR;I;;1436828067;8480296;2003367669;RV;B_BILAB01_02;;1;S;0;-5;-14;43
AB10000112;1428887804;17/06/2025;07/07/2025;50,074.00;50,074.00;EUR;I;;1417549172;8408952;2027802762;RV;B_BILAB01_02;;1;S;0;-9;-17;43
